number,fr_standard,fr_swiss,fr_belgian,is_vigesimal_std,structure_std
395,trois cent quatre-vingt-quinze,trois cents nonante-cinq,trois cents nonante-cinq,False,decimal
396,trois cent quatre-vingt-seize,trois cents nonante-six,trois cents nonante-six,False,decimal
397,trois cent quatre-vingt-dix-sept,trois cents nonante-sept,trois cents nonante-sept,False,decimal
398,trois cent quatre-vingt-dix-huit,trois cents nonante-huit,trois cents nonante-huit,False,decimal
399,trois cent quatre-vingt-dix-neuf,trois cents nonante-neuf,trois cents nonante-neuf,False,decimal
400,quatre cents,quatre cents,quatre cents,False,decimal
401,quatre cent un,quatre cents un,quatre cents un,False,decimal
402,quatre cent deux,quatre cents deux,quatre cents deux,False,decimal
403,quatre cent trois,quatre cents trois,quatre cents trois,False,decimal
404,quatre cent quatre,quatre cents quatre,quatre cents quatre,False,decimal
405,quatre cent cinq,quatre cents cinq,quatre cents cinq,False,decimal
406,quatre cent six,quatre cents six,quatre cents six,False,decimal
407,quatre cent sept,quatre cents sept,quatre cents sept,False,decimal
408,quatre cent huit,quatre cents huit,quatre cents huit,False,decimal
409,quatre cent neuf,quatre cents neuf,quatre cents neuf,False,decimal
410,quatre cent dix,quatre cents dix,quatre cents dix,False,decimal
411,quatre cent onze,quatre cents onze,quatre cents onze,False,decimal
412,quatre cent douze,quatre cents douze,quatre cents douze,False,decimal
413,quatre cent treize,quatre cents treize,quatre cents treize,False,decimal
414,quatre cent quatorze,quatre cents quatorze,quatre cents quatorze,False,decimal
415,quatre cent quinze,quatre cents quinze,quatre cents quinze,False,decimal
416,quatre cent seize,quatre cents seize,quatre cents seize,False,decimal
417,quatre cent dix-sept,quatre cents dix-sept,quatre cents dix-sept,False,decimal
418,quatre cent dix-huit,quatre cents dix-huit,quatre cents dix-huit,False,decimal
419,quatre cent dix-neuf,quatre cents dix-neuf,quatre cents dix-neuf,False,decimal
420,quatre cent vingt,quatre cents vingt,quatre cents vingt,False,decimal
421,quatre cent vingt et un,quatre cents vingt et un,quatre cents vingt et un,False,decimal
422,quatre cent vingt-deux,quatre cents vingt-deux,quatre cents vingt-deux,False,decimal
423,quatre cent vingt-trois,quatre cents vingt-trois,quatre cents vingt-trois,False,decimal
424,quatre cent vingt-quatre,quatre cents vingt-quatre,quatre cents vingt-quatre,False,decimal
425,quatre cent vingt-cinq,quatre cents vingt-cinq,quatre cents vingt-cinq,False,decimal
426,quatre cent vingt-six,quatre cents vingt-six,quatre cents vingt-six,False,decimal
427,quatre cent vingt-sept,quatre cents vingt-sept,quatre cents vingt-sept,False,decimal
428,quatre cent vingt-huit,quatre cents vingt-huit,quatre cents vingt-huit,False,decimal
429,quatre cent vingt-neuf,quatre cents vingt-neuf,quatre cents vingt-neuf,False,decimal
430,quatre cent trente,quatre cents trente,quatre cents trente,False,decimal
431,quatre cent trente et un,quatre cents trente et un,quatre cents trente et un,False,decimal
432,quatre cent trente-deux,quatre cents trente-deux,quatre cents trente-deux,False,decimal
433,quatre cent trente-trois,quatre cents trente-trois,quatre cents trente-trois,False,decimal
434,quatre cent trente-quatre,quatre cents trente-quatre,quatre cents trente-quatre,False,decimal
435,quatre cent trente-cinq,quatre cents trente-cinq,quatre cents trente-cinq,False,decimal
436,quatre cent trente-six,quatre cents trente-six,quatre cents trente-six,False,decimal
437,quatre cent trente-sept,quatre cents trente-sept,quatre cents trente-sept,False,decimal
438,quatre cent trente-huit,quatre cents trente-huit,quatre cents trente-huit,False,decimal
439,quatre cent trente-neuf,quatre cents trente-neuf,quatre cents trente-neuf,False,decimal
440,quatre cent quarante,quatre cents quarante,quatre cents quarante,False,decimal
441,quatre cent quarante et un,quatre cents quarante et un,quatre cents quarante et un,False,decimal
442,quatre cent quarante-deux,quatre cents quarante-deux,quatre cents quarante-deux,False,decimal
443,quatre cent quarante-trois,quatre cents quarante-trois,quatre cents quarante-trois,False,decimal
444,quatre cent quarante-quatre,quatre cents quarante-quatre,quatre cents quarante-quatre,False,decimal
445,quatre cent quarante-cinq,quatre cents quarante-cinq,quatre cents quarante-cinq,False,decimal
446,quatre cent quarante-six,quatre cents quarante-six,quatre cents quarante-six,False,decimal
447,quatre cent quarante-sept,quatre cents quarante-sept,quatre cents quarante-sept,False,decimal
448,quatre cent quarante-huit,quatre cents quarante-huit,quatre cents quarante-huit,False,decimal
449,quatre cent quarante-neuf,quatre cents quarante-neuf,quatre cents quarante-neuf,False,decimal
450,quatre cent cinquante,quatre cents cinquante,quatre cents cinquante,False,decimal
451,quatre cent cinquante et un,quatre cents cinquante et un,quatre cents cinquante et un,False,decimal
452,quatre cent cinquante-deux,quatre cents cinquante-deux,quatre cents cinquante-deux,False,decimal
453,quatre cent cinquante-trois,quatre cents cinquante-trois,quatre cents cinquante-trois,False,decimal
454,quatre cent cinquante-quatre,quatre cents cinquante-quatre,quatre cents cinquante-quatre,False,decimal
455,quatre cent cinquante-cinq,quatre cents cinquante-cinq,quatre cents cinquante-cinq,False,decimal
456,quatre cent cinquante-six,quatre cents cinquante-six,quatre cents cinquante-six,False,decimal
457,quatre cent cinquante-sept,quatre cents cinquante-sept,quatre cents cinquante-sept,False,decimal
458,quatre cent cinquante-huit,quatre cents cinquante-huit,quatre cents cinquante-huit,False,decimal
459,quatre cent cinquante-neuf,quatre cents cinquante-neuf,quatre cents cinquante-neuf,False,decimal
460,quatre cent soixante,quatre cents soixante,quatre cents soixante,False,decimal
461,quatre cent soixante et un,quatre cents soixante et un,quatre cents soixante et un,False,decimal
462,quatre cent soixante-deux,quatre cents soixante-deux,quatre cents soixante-deux,False,decimal
463,quatre cent soixante-trois,quatre cents soixante-trois,quatre cents soixante-trois,False,decimal
464,quatre cent soixante-quatre,quatre cents soixante-quatre,quatre cents soixante-quatre,False,decimal
465,quatre cent soixante-cinq,quatre cents soixante-cinq,quatre cents soixante-cinq,False,decimal
466,quatre cent soixante-six,quatre cents soixante-six,quatre cents soixante-six,False,decimal
467,quatre cent soixante-sept,quatre cents soixante-sept,quatre cents soixante-sept,False,decimal
468,quatre cent soixante-huit,quatre cents soixante-huit,quatre cents soixante-huit,False,decimal
469,quatre cent soixante-neuf,quatre cents soixante-neuf,quatre cents soixante-neuf,False,decimal
470,quatre cent soixante-dix,quatre cents septante,quatre cents septante,False,decimal
471,quatre cent soixante et onze,quatre cents septante et un,quatre cents septante et un,False,decimal
472,quatre cent soixante-douze,quatre cents septante-deux,quatre cents septante-deux,False,decimal
473,quatre cent soixante-treize,quatre cents septante-trois,quatre cents septante-trois,False,decimal
474,quatre cent soixante-quatorze,quatre cents septante-quatre,quatre cents septante-quatre,False,decimal
475,quatre cent soixante-quinze,quatre cents septante-cinq,quatre cents septante-cinq,False,decimal
476,quatre cent soixante-seize,quatre cents septante-six,quatre cents septante-six,False,decimal
477,quatre cent soixante-dix-sept,quatre cents septante-sept,quatre cents septante-sept,False,decimal
478,quatre cent soixante-dix-huit,quatre cents septante-huit,quatre cents septante-huit,False,decimal
479,quatre cent soixante-dix-neuf,quatre cents septante-neuf,quatre cents septante-neuf,False,decimal
480,quatre cent quatre-vingts,quatre cents huitante,quatre cents quatre-vingt,False,decimal
481,quatre cent quatre-vingt-un,quatre cents huitante et un,quatre cents quatre-vingt et un,False,decimal
482,quatre cent quatre-vingt-deux,quatre cents huitante-deux,quatre cents quatre-vingt-deux,False,decimal
483,quatre cent quatre-vingt-trois,quatre cents huitante-trois,quatre cents quatre-vingt-trois,False,decimal
484,quatre cent quatre-vingt-quatre,quatre cents huitante-quatre,quatre cents quatre-vingt-quatre,False,decimal
485,quatre cent quatre-vingt-cinq,quatre cents huitante-cinq,quatre cents quatre-vingt-cinq,False,decimal
486,quatre cent quatre-vingt-six,quatre cents huitante-six,quatre cents quatre-vingt-six,False,decimal
487,quatre cent quatre-vingt-sept,quatre cents huitante-sept,quatre cents quatre-vingt-sept,False,decimal
488,quatre cent quatre-vingt-huit,quatre cents huitante-huit,quatre cents quatre-vingt-huit,False,decimal
489,quatre cent quatre-vingt-neuf,quatre cents huitante-neuf,quatre cents quatre-vingt-neuf,False,decimal
490,quatre cent quatre-vingt-dix,quatre cents nonante,quatre cents nonante,False,decimal
491,quatre cent quatre-vingt-onze,quatre cents nonante et un,quatre cents nonante et un,False,decimal
492,quatre cent quatre-vingt-douze,quatre cents nonante-deux,quatre cents nonante-deux,False,decimal
493,quatre cent quatre-vingt-treize,quatre cents nonante-trois,quatre cents nonante-trois,False,decimal
494,quatre cent quatre-vingt-quatorze,quatre cents nonante-quatre,quatre cents nonante-quatre,False,decimal
495,quatre cent quatre-vingt-quinze,quatre cents nonante-cinq,quatre cents nonante-cinq,False,decimal
496,quatre cent quatre-vingt-seize,quatre cents nonante-six,quatre cents nonante-six,False,decimal
497,quatre cent quatre-vingt-dix-sept,quatre cents nonante-sept,quatre cents nonante-sept,False,decimal
498,quatre cent quatre-vingt-dix-huit,quatre cents nonante-huit,quatre cents nonante-huit,False,decimal
499,quatre cent quatre-vingt-dix-neuf,quatre cents nonante-neuf,quatre cents nonante-neuf,False,decimal
500,cinq cents,cinq cents,cinq cents,False,decimal
501,cinq cent un,cinq cents un,cinq cents un,False,decimal
502,cinq cent deux,cinq cents deux,cinq cents deux,False,decimal
503,cinq cent trois,cinq cents trois,cinq cents trois,False,decimal
504,cinq cent quatre,cinq cents quatre,cinq cents quatre,False,decimal
505,cinq cent cinq,cinq cents cinq,cinq cents cinq,False,decimal
506,cinq cent six,cinq cents six,cinq cents six,False,decimal
507,cinq cent sept,cinq cents sept,cinq cents sept,False,decimal
508,cinq cent huit,cinq cents huit,cinq cents huit,False,decimal
509,cinq cent neuf,cinq cents neuf,cinq cents neuf,False,decimal
510,cinq cent dix,cinq cents dix,cinq cents dix,False,decimal
511,cinq cent onze,cinq cents onze,cinq cents onze,False,decimal
512,cinq cent douze,cinq cents douze,cinq cents douze,False,decimal
513,cinq cent treize,cinq cents treize,cinq cents treize,False,decimal
514,cinq cent quatorze,cinq cents quatorze,cinq cents quatorze,False,decimal
515,cinq cent quinze,cinq cents quinze,cinq cents quinze,False,decimal
516,cinq cent seize,cinq cents seize,cinq cents seize,False,decimal
517,cinq cent dix-sept,cinq cents dix-sept,cinq cents dix-sept,False,decimal
518,cinq cent dix-huit,cinq cents dix-huit,cinq cents dix-huit,False,decimal
519,cinq cent dix-neuf,cinq cents dix-neuf,cinq cents dix-neuf,False,decimal
520,cinq cent vingt,cinq cents vingt,cinq cents vingt,False,decimal
521,cinq cent vingt et un,cinq cents vingt et un,cinq cents vingt et un,False,decimal
522,cinq cent vingt-deux,cinq cents vingt-deux,cinq cents vingt-deux,False,decimal
523,cinq cent vingt-trois,cinq cents vingt-trois,cinq cents vingt-trois,False,decimal
524,cinq cent vingt-quatre,cinq cents vingt-quatre,cinq cents vingt-quatre,False,decimal
525,cinq cent vingt-cinq,cinq cents vingt-cinq,cinq cents vingt-cinq,False,decimal
526,cinq cent vingt-six,cinq cents vingt-six,cinq cents vingt-six,False,decimal
527,cinq cent vingt-sept,cinq cents vingt-sept,cinq cents vingt-sept,False,decimal
528,cinq cent vingt-huit,cinq cents vingt-huit,cinq cents vingt-huit,False,decimal
529,cinq cent vingt-neuf,cinq cents vingt-neuf,cinq cents vingt-neuf,False,decimal
530,cinq cent trente,cinq cents trente,cinq cents trente,False,decimal
531,cinq cent trente et un,cinq cents trente et un,cinq cents trente et un,False,decimal
532,cinq cent trente-deux,cinq cents trente-deux,cinq cents trente-deux,False,decimal
533,cinq cent trente-trois,cinq cents trente-trois,cinq cents trente-trois,False,decimal
534,cinq cent trente-quatre,cinq cents trente-quatre,cinq cents trente-quatre,False,decimal
535,cinq cent trente-cinq,cinq cents trente-cinq,cinq cents trente-cinq,False,decimal
536,cinq cent trente-six,cinq cents trente-six,cinq cents trente-six,False,decimal
537,cinq cent trente-sept,cinq cents trente-sept,cinq cents trente-sept,False,decimal
538,cinq cent trente-huit,cinq cents trente-huit,cinq cents trente-huit,False,decimal
539,cinq cent trente-neuf,cinq cents trente-neuf,cinq cents trente-neuf,False,decimal
540,cinq cent quarante,cinq cents quarante,cinq cents quarante,False,decimal
541,cinq cent quarante et un,cinq cents quarante et un,cinq cents quarante et un,False,decimal
542,cinq cent quarante-deux,cinq cents quarante-deux,cinq cents quarante-deux,False,decimal
543,cinq cent quarante-trois,cinq cents quarante-trois,cinq cents quarante-trois,False,decimal
544,cinq cent quarante-quatre,cinq cents quarante-quatre,cinq cents quarante-quatre,False,decimal
545,cinq cent quarante-cinq,cinq cents quarante-cinq,cinq cents quarante-cinq,False,decimal
546,cinq cent quarante-six,cinq cents quarante-six,cinq cents quarante-six,False,decimal
547,cinq cent quarante-sept,cinq cents quarante-sept,cinq cents quarante-sept,False,decimal
548,cinq cent quarante-huit,cinq cents quarante-huit,cinq cents quarante-huit,False,decimal
549,cinq cent quarante-neuf,cinq cents quarante-neuf,cinq cents quarante-neuf,False,decimal
550,cinq cent cinquante,cinq cents cinquante,cinq cents cinquante,False,decimal
551,cinq cent cinquante et un,cinq cents cinquante et un,cinq cents cinquante et un,False,decimal
552,cinq cent cinquante-deux,cinq cents cinquante-deux,cinq cents cinquante-deux,False,decimal
553,cinq cent cinquante-trois,cinq cents cinquante-trois,cinq cents cinquante-trois,False,decimal
554,cinq cent cinquante-quatre,cinq cents cinquante-quatre,cinq cents cinquante-quatre,False,decimal
555,cinq cent cinquante-cinq,cinq cents cinquante-cinq,cinq cents cinquante-cinq,False,decimal
556,cinq cent cinquante-six,cinq cents cinquante-six,cinq cents cinquante-six,False,decimal
557,cinq cent cinquante-sept,cinq cents cinquante-sept,cinq cents cinquante-sept,False,decimal
558,cinq cent cinquante-huit,cinq cents cinquante-huit,cinq cents cinquante-huit,False,decimal
559,cinq cent cinquante-neuf,cinq cents cinquante-neuf,cinq cents cinquante-neuf,False,decimal
560,cinq cent soixante,cinq cents soixante,cinq cents soixante,False,decimal
561,cinq cent soixante et un,cinq cents soixante et un,cinq cents soixante et un,False,decimal
562,cinq cent soixante-deux,cinq cents soixante-deux,cinq cents soixante-deux,False,decimal
563,cinq cent soixante-trois,cinq cents soixante-trois,cinq cents soixante-trois,False,decimal
564,cinq cent soixante-quatre,cinq cents soixante-quatre,cinq cents soixante-quatre,False,decimal
565,cinq cent soixante-cinq,cinq cents soixante-cinq,cinq cents soixante-cinq,False,decimal
566,cinq cent soixante-six,cinq cents soixante-six,cinq cents soixante-six,False,decimal
567,cinq cent soixante-sept,cinq cents soixante-sept,cinq cents soixante-sept,False,decimal
568,cinq cent soixante-huit,cinq cents soixante-huit,cinq cents soixante-huit,False,decimal
569,cinq cent soixante-neuf,cinq cents soixante-neuf,cinq cents soixante-neuf,False,decimal
570,cinq cent soixante-dix,cinq cents septante,cinq cents septante,False,decimal
571,cinq cent soixante et onze,cinq cents septante et un,cinq cents septante et un,False,decimal
572,cinq cent soixante-douze,cinq cents septante-deux,cinq cents septante-deux,False,decimal
573,cinq cent soixante-treize,cinq cents septante-trois,cinq cents septante-trois,False,decimal
574,cinq cent soixante-quatorze,cinq cents septante-quatre,cinq cents septante-quatre,False,decimal
575,cinq cent soixante-quinze,cinq cents septante-cinq,cinq cents septante-cinq,False,decimal
576,cinq cent soixante-seize,cinq cents septante-six,cinq cents septante-six,False,decimal
577,cinq cent soixante-dix-sept,cinq cents septante-sept,cinq cents septante-sept,False,decimal
578,cinq cent soixante-dix-huit,cinq cents septante-huit,cinq cents septante-huit,False,decimal
579,cinq cent soixante-dix-neuf,cinq cents septante-neuf,cinq cents septante-neuf,False,decimal
580,cinq cent quatre-vingts,cinq cents huitante,cinq cents quatre-vingt,False,decimal
581,cinq cent quatre-vingt-un,cinq cents huitante et un,cinq cents quatre-vingt et un,False,decimal
582,cinq cent quatre-vingt-deux,cinq cents huitante-deux,cinq cents quatre-vingt-deux,False,decimal
583,cinq cent quatre-vingt-trois,cinq cents huitante-trois,cinq cents quatre-vingt-trois,False,decimal
584,cinq cent quatre-vingt-quatre,cinq cents huitante-quatre,cinq cents quatre-vingt-quatre,False,decimal
585,cinq cent quatre-vingt-cinq,cinq cents huitante-cinq,cinq cents quatre-vingt-cinq,False,decimal
586,cinq cent quatre-vingt-six,cinq cents huitante-six,cinq cents quatre-vingt-six,False,decimal
587,cinq cent quatre-vingt-sept,cinq cents huitante-sept,cinq cents quatre-vingt-sept,False,decimal
588,cinq cent quatre-vingt-huit,cinq cents huitante-huit,cinq cents quatre-vingt-huit,False,decimal
589,cinq cent quatre-vingt-neuf,cinq cents huitante-neuf,cinq cents quatre-vingt-neuf,False,decimal
590,cinq cent quatre-vingt-dix,cinq cents nonante,cinq cents nonante,False,decimal
591,cinq cent quatre-vingt-onze,cinq cents nonante et un,cinq cents nonante et un,False,decimal
592,cinq cent quatre-vingt-douze,cinq cents nonante-deux,cinq cents nonante-deux,False,decimal
593,cinq cent quatre-vingt-treize,cinq cents nonante-trois,cinq cents nonante-trois,False,decimal
594,cinq cent quatre-vingt-quatorze,cinq cents nonante-quatre,cinq cents nonante-quatre,False,decimal
595,cinq cent quatre-vingt-quinze,cinq cents nonante-cinq,cinq cents nonante-cinq,False,decimal
596,cinq cent quatre-vingt-seize,cinq cents nonante-six,cinq cents nonante-six,False,decimal
597,cinq cent quatre-vingt-dix-sept,cinq cents nonante-sept,cinq cents nonante-sept,False,decimal
598,cinq cent quatre-vingt-dix-huit,cinq cents nonante-huit,cinq cents nonante-huit,False,decimal
599,cinq cent quatre-vingt-dix-neuf,cinq cents nonante-neuf,cinq cents nonante-neuf,False,decimal
600,six cents,six cents,six cents,False,decimal
601,six cent un,six cents un,six cents un,False,decimal
602,six cent deux,six cents deux,six cents deux,False,decimal
603,six cent trois,six cents trois,six cents trois,False,decimal
604,six cent quatre,six cents quatre,six cents quatre,False,decimal
605,six cent cinq,six cents cinq,six cents cinq,False,decimal
606,six cent six,six cents six,six cents six,False,decimal
607,six cent sept,six cents sept,six cents sept,False,decimal
608,six cent huit,six cents huit,six cents huit,False,decimal
609,six cent neuf,six cents neuf,six cents neuf,False,decimal
610,six cent dix,six cents dix,six cents dix,False,decimal
611,six cent onze,six cents onze,six cents onze,False,decimal
612,six cent douze,six cents douze,six cents douze,False,decimal
613,six cent treize,six cents treize,six cents treize,False,decimal
614,six cent quatorze,six cents quatorze,six cents quatorze,False,decimal
615,six cent quinze,six cents quinze,six cents quinze,False,decimal
616,six cent seize,six cents seize,six cents seize,False,decimal
617,six cent dix-sept,six cents dix-sept,six cents dix-sept,False,decimal
618,six cent dix-huit,six cents dix-huit,six cents dix-huit,False,decimal
619,six cent dix-neuf,six cents dix-neuf,six cents dix-neuf,False,decimal
620,six cent vingt,six cents vingt,six cents vingt,False,decimal
621,six cent vingt et un,six cents vingt et un,six cents vingt et un,False,decimal
622,six cent vingt-deux,six cents vingt-deux,six cents vingt-deux,False,decimal
623,six cent vingt-trois,six cents vingt-trois,six cents vingt-trois,False,decimal
624,six cent vingt-quatre,six cents vingt-quatre,six cents vingt-quatre,False,decimal
625,six cent vingt-cinq,six cents vingt-cinq,six cents vingt-cinq,False,decimal
626,six cent vingt-six,six cents vingt-six,six cents vingt-six,False,decimal
627,six cent vingt-sept,six cents vingt-sept,six cents vingt-sept,False,decimal
628,six cent vingt-huit,six cents vingt-huit,six cents vingt-huit,False,decimal
629,six cent vingt-neuf,six cents vingt-neuf,six cents vingt-neuf,False,decimal
630,six cent trente,six cents trente,six cents trente,False,decimal
631,six cent trente et un,six cents trente et un,six cents trente et un,False,decimal
632,six cent trente-deux,six cents trente-deux,six cents trente-deux,False,decimal
633,six cent trente-trois,six cents trente-trois,six cents trente-trois,False,decimal
634,six cent trente-quatre,six cents trente-quatre,six cents trente-quatre,False,decimal
635,six cent trente-cinq,six cents trente-cinq,six cents trente-cinq,False,decimal
636,six cent trente-six,six cents trente-six,six cents trente-six,False,decimal
637,six cent trente-sept,six cents trente-sept,six cents trente-sept,False,decimal
638,six cent trente-huit,six cents trente-huit,six cents trente-huit,False,decimal
639,six cent trente-neuf,six cents trente-neuf,six cents trente-neuf,False,decimal
640,six cent quarante,six cents quarante,six cents quarante,False,decimal
641,six cent quarante et un,six cents quarante et un,six cents quarante et un,False,decimal
642,six cent quarante-deux,six cents quarante-deux,six cents quarante-deux,False,decimal
643,six cent quarante-trois,six cents quarante-trois,six cents quarante-trois,False,decimal
644,six cent quarante-quatre,six cents quarante-quatre,six cents quarante-quatre,False,decimal
645,six cent quarante-cinq,six cents quarante-cinq,six cents quarante-cinq,False,decimal
646,six cent quarante-six,six cents quarante-six,six cents quarante-six,False,decimal
647,six cent quarante-sept,six cents quarante-sept,six cents quarante-sept,False,decimal
648,six cent quarante-huit,six cents quarante-huit,six cents quarante-huit,False,decimal
649,six cent quarante-neuf,six cents quarante-neuf,six cents quarante-neuf,False,decimal
650,six cent cinquante,six cents cinquante,six cents cinquante,False,decimal
651,six cent cinquante et un,six cents cinquante et un,six cents cinquante et un,False,decimal
652,six cent cinquante-deux,six cents cinquante-deux,six cents cinquante-deux,False,decimal
653,six cent cinquante-trois,six cents cinquante-trois,six cents cinquante-trois,False,decimal
654,six cent cinquante-quatre,six cents cinquante-quatre,six cents cinquante-quatre,False,decimal
655,six cent cinquante-cinq,six cents cinquante-cinq,six cents cinquante-cinq,False,decimal
656,six cent cinquante-six,six cents cinquante-six,six cents cinquante-six,False,decimal
657,six cent cinquante-sept,six cents cinquante-sept,six cents cinquante-sept,False,decimal
658,six cent cinquante-huit,six cents cinquante-huit,six cents cinquante-huit,False,decimal
659,six cent cinquante-neuf,six cents cinquante-neuf,six cents cinquante-neuf,False,decimal
660,six cent soixante,six cents soixante,six cents soixante,False,decimal
661,six cent soixante et un,six cents soixante et un,six cents soixante et un,False,decimal
662,six cent soixante-deux,six cents soixante-deux,six cents soixante-deux,False,decimal
663,six cent soixante-trois,six cents soixante-trois,six cents soixante-trois,False,decimal
664,six cent soixante-quatre,six cents soixante-quatre,six cents soixante-quatre,False,decimal
665,six cent soixante-cinq,six cents soixante-cinq,six cents soixante-cinq,False,decimal
666,six cent soixante-six,six cents soixante-six,six cents soixante-six,False,decimal
667,six cent soixante-sept,six cents soixante-sept,six cents soixante-sept,False,decimal
668,six cent soixante-huit,six cents soixante-huit,six cents soixante-huit,False,decimal
669,six cent soixante-neuf,six cents soixante-neuf,six cents soixante-neuf,False,decimal
670,six cent soixante-dix,six cents septante,six cents septante,False,decimal
671,six cent soixante et onze,six cents septante et un,six cents septante et un,False,decimal
672,six cent soixante-douze,six cents septante-deux,six cents septante-deux,False,decimal
673,six cent soixante-treize,six cents septante-trois,six cents septante-trois,False,decimal
674,six cent soixante-quatorze,six cents septante-quatre,six cents septante-quatre,False,decimal
675,six cent soixante-quinze,six cents septante-cinq,six cents septante-cinq,False,decimal
676,six cent soixante-seize,six cents septante-six,six cents septante-six,False,decimal
677,six cent soixante-dix-sept,six cents septante-sept,six cents septante-sept,False,decimal
678,six cent soixante-dix-huit,six cents septante-huit,six cents septante-huit,False,decimal
679,six cent soixante-dix-neuf,six cents septante-neuf,six cents septante-neuf,False,decimal
680,six cent quatre-vingts,six cents huitante,six cents quatre-vingt,False,decimal
681,six cent quatre-vingt-un,six cents huitante et un,six cents quatre-vingt et un,False,decimal
682,six cent quatre-vingt-deux,six cents huitante-deux,six cents quatre-vingt-deux,False,decimal
683,six cent quatre-vingt-trois,six cents huitante-trois,six cents quatre-vingt-trois,False,decimal
684,six cent quatre-vingt-quatre,six cents huitante-quatre,six cents quatre-vingt-quatre,False,decimal
685,six cent quatre-vingt-cinq,six cents huitante-cinq,six cents quatre-vingt-cinq,False,decimal
686,six cent quatre-vingt-six,six cents huitante-six,six cents quatre-vingt-six,False,decimal
687,six cent quatre-vingt-sept,six cents huitante-sept,six cents quatre-vingt-sept,False,decimal
688,six cent quatre-vingt-huit,six cents huitante-huit,six cents quatre-vingt-huit,False,decimal
689,six cent quatre-vingt-neuf,six cents huitante-neuf,six cents quatre-vingt-neuf,False,decimal
690,six cent quatre-vingt-dix,six cents nonante,six cents nonante,False,decimal
691,six cent quatre-vingt-onze,six cents nonante et un,six cents nonante et un,False,decimal
692,six cent quatre-vingt-douze,six cents nonante-deux,six cents nonante-deux,False,decimal
693,six cent quatre-vingt-treize,six cents nonante-trois,six cents nonante-trois,False,decimal
694,six cent quatre-vingt-quatorze,six cents nonante-quatre,six cents nonante-quatre,False,decimal
695,six cent quatre-vingt-quinze,six cents nonante-cinq,six cents nonante-cinq,False,decimal
696,six cent quatre-vingt-seize,six cents nonante-six,six cents nonante-six,False,decimal
697,six cent quatre-vingt-dix-sept,six cents nonante-sept,six cents nonante-sept,False,decimal
698,six cent quatre-vingt-dix-huit,six cents nonante-huit,six cents nonante-huit,False,decimal
699,six cent quatre-vingt-dix-neuf,six cents nonante-neuf,six cents nonante-neuf,False,decimal
700,sept cents,sept cents,sept cents,False,decimal
701,sept cent un,sept cents un,sept cents un,False,decimal
702,sept cent deux,sept cents deux,sept cents deux,False,decimal
703,sept cent trois,sept cents trois,sept cents trois,False,decimal
704,sept cent quatre,sept cents quatre,sept cents quatre,False,decimal
705,sept cent cinq,sept cents cinq,sept cents cinq,False,decimal
706,sept cent six,sept cents six,sept cents six,False,decimal
707,sept cent sept,sept cents sept,sept cents sept,False,decimal
708,sept cent huit,sept cents huit,sept cents huit,False,decimal
709,sept cent neuf,sept cents neuf,sept cents neuf,False,decimal
710,sept cent dix,sept cents dix,sept cents dix,False,decimal
711,sept cent onze,sept cents onze,sept cents onze,False,decimal
712,sept cent douze,sept cents douze,sept cents douze,False,decimal
713,sept cent treize,sept cents treize,sept cents treize,False,decimal
714,sept cent quatorze,sept cents quatorze,sept cents quatorze,False,decimal
715,sept cent quinze,sept cents quinze,sept cents quinze,False,decimal
716,sept cent seize,sept cents seize,sept cents seize,False,decimal
717,sept cent dix-sept,sept cents dix-sept,sept cents dix-sept,False,decimal
718,sept cent dix-huit,sept cents dix-huit,sept cents dix-huit,False,decimal
719,sept cent dix-neuf,sept cents dix-neuf,sept cents dix-neuf,False,decimal
720,sept cent vingt,sept cents vingt,sept cents vingt,False,decimal
721,sept cent vingt et un,sept cents vingt et un,sept cents vingt et un,False,decimal
722,sept cent vingt-deux,sept cents vingt-deux,sept cents vingt-deux,False,decimal
723,sept cent vingt-trois,sept cents vingt-trois,sept cents vingt-trois,False,decimal
724,sept cent vingt-quatre,sept cents vingt-quatre,sept cents vingt-quatre,False,decimal
725,sept cent vingt-cinq,sept cents vingt-cinq,sept cents vingt-cinq,False,decimal
726,sept cent vingt-six,sept cents vingt-six,sept cents vingt-six,False,decimal
727,sept cent vingt-sept,sept cents vingt-sept,sept cents vingt-sept,False,decimal
728,sept cent vingt-huit,sept cents vingt-huit,sept cents vingt-huit,False,decimal
729,sept cent vingt-neuf,sept cents vingt-neuf,sept cents vingt-neuf,False,decimal
730,sept cent trente,sept cents trente,sept cents trente,False,decimal
731,sept cent trente et un,sept cents trente et un,sept cents trente et un,False,decimal
732,sept cent trente-deux,sept cents trente-deux,sept cents trente-deux,False,decimal
733,sept cent trente-trois,sept cents trente-trois,sept cents trente-trois,False,decimal
734,sept cent trente-quatre,sept cents trente-quatre,sept cents trente-quatre,False,decimal
735,sept cent trente-cinq,sept cents trente-cinq,sept cents trente-cinq,False,decimal
736,sept cent trente-six,sept cents trente-six,sept cents trente-six,False,decimal
737,sept cent trente-sept,sept cents trente-sept,sept cents trente-sept,False,decimal
738,sept cent trente-huit,sept cents trente-huit,sept cents trente-huit,False,decimal
739,sept cent trente-neuf,sept cents trente-neuf,sept cents trente-neuf,False,decimal
740,sept cent quarante,sept cents quarante,sept cents quarante,False,decimal
741,sept cent quarante et un,sept cents quarante et un,sept cents quarante et un,False,decimal
