number,fr_standard,fr_swiss,fr_belgian,is_vigesimal_std,structure_std,tokens_std_gpt-4o (o200k_base),tokens_swiss_gpt-4o (o200k_base),token_diff_gpt-4o (o200k_base),tokens_std_gpt-4/3.5 (cl100k_base),tokens_swiss_gpt-4/3.5 (cl100k_base),token_diff_gpt-4/3.5 (cl100k_base),tokens_std_gpt-3 (p50k_base),tokens_swiss_gpt-3 (p50k_base),token_diff_gpt-3 (p50k_base),tokens_std_llama-3,tokens_swiss_llama-3,token_diff_llama-3,tokens_std_mistral,tokens_swiss_mistral,token_diff_mistral
220,deux cent vingt,deux cents vingt,deux cents vingt,False,decimal,4,4,0,5,5,0,6,6,0,4,5,-1,5,5,0
221,deux cent vingt et un,deux cents vingt et un,deux cents vingt et un,False,decimal,6,6,0,7,7,0,8,8,0,6,7,-1,7,7,0
222,deux cent vingt-deux,deux cents vingt-deux,deux cents vingt-deux,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
223,deux cent vingt-trois,deux cents vingt-trois,deux cents vingt-trois,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,9,9,0
224,deux cent vingt-quatre,deux cents vingt-quatre,deux cents vingt-quatre,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
225,deux cent vingt-cinq,deux cents vingt-cinq,deux cents vingt-cinq,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
226,deux cent vingt-six,deux cents vingt-six,deux cents vingt-six,False,decimal,5,5,0,6,6,0,8,8,0,6,7,-1,7,7,0
227,deux cent vingt-sept,deux cents vingt-sept,deux cents vingt-sept,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
228,deux cent vingt-huit,deux cents vingt-huit,deux cents vingt-huit,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
229,deux cent vingt-neuf,deux cents vingt-neuf,deux cents vingt-neuf,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
230,deux cent trente,deux cents trente,deux cents trente,False,decimal,4,4,0,5,5,0,6,6,0,4,5,-1,4,4,0
231,deux cent trente et un,deux cents trente et un,deux cents trente et un,False,decimal,6,6,0,7,7,0,8,8,0,6,7,-1,6,6,0
232,deux cent trente-deux,deux cents trente-deux,deux cents trente-deux,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
233,deux cent trente-trois,deux cents trente-trois,deux cents trente-trois,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
234,deux cent trente-quatre,deux cents trente-quatre,deux cents trente-quatre,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
235,deux cent trente-cinq,deux cents trente-cinq,deux cents trente-cinq,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
236,deux cent trente-six,deux cents trente-six,deux cents trente-six,False,decimal,5,5,0,6,6,0,8,8,0,6,7,-1,6,6,0
237,deux cent trente-sept,deux cents trente-sept,deux cents trente-sept,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
238,deux cent trente-huit,deux cents trente-huit,deux cents trente-huit,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
239,deux cent trente-neuf,deux cents trente-neuf,deux cents trente-neuf,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
240,deux cent quarante,deux cents quarante,deux cents quarante,False,decimal,5,5,0,5,5,0,6,6,0,4,5,-1,4,4,0
241,deux cent quarante et un,deux cents quarante et un,deux cents quarante et un,False,decimal,7,7,0,7,7,0,8,8,0,6,7,-1,6,6,0
242,deux cent quarante-deux,deux cents quarante-deux,deux cents quarante-deux,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
243,deux cent quarante-trois,deux cents quarante-trois,deux cents quarante-trois,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
244,deux cent quarante-quatre,deux cents quarante-quatre,deux cents quarante-quatre,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
245,deux cent quarante-cinq,deux cents quarante-cinq,deux cents quarante-cinq,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
246,deux cent quarante-six,deux cents quarante-six,deux cents quarante-six,False,decimal,6,6,0,6,6,0,8,8,0,6,7,-1,6,6,0
247,deux cent quarante-sept,deux cents quarante-sept,deux cents quarante-sept,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
248,deux cent quarante-huit,deux cents quarante-huit,deux cents quarante-huit,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
249,deux cent quarante-neuf,deux cents quarante-neuf,deux cents quarante-neuf,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
250,deux cent cinquante,deux cents cinquante,deux cents cinquante,False,decimal,5,5,0,6,6,0,6,6,0,5,6,-1,5,5,0
251,deux cent cinquante et un,deux cents cinquante et un,deux cents cinquante et un,False,decimal,7,7,0,8,8,0,8,8,0,7,8,-1,7,7,0
252,deux cent cinquante-deux,deux cents cinquante-deux,deux cents cinquante-deux,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
253,deux cent cinquante-trois,deux cents cinquante-trois,deux cents cinquante-trois,False,decimal,8,8,0,9,9,0,9,9,0,9,10,-1,9,9,0
254,deux cent cinquante-quatre,deux cents cinquante-quatre,deux cents cinquante-quatre,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
255,deux cent cinquante-cinq,deux cents cinquante-cinq,deux cents cinquante-cinq,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
256,deux cent cinquante-six,deux cents cinquante-six,deux cents cinquante-six,False,decimal,6,6,0,7,7,0,8,8,0,7,8,-1,7,7,0
257,deux cent cinquante-sept,deux cents cinquante-sept,deux cents cinquante-sept,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
258,deux cent cinquante-huit,deux cents cinquante-huit,deux cents cinquante-huit,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
259,deux cent cinquante-neuf,deux cents cinquante-neuf,deux cents cinquante-neuf,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
260,deux cent soixante,deux cents soixante,deux cents soixante,False,decimal,6,6,0,6,6,0,6,6,0,5,6,-1,5,5,0
261,deux cent soixante et un,deux cents soixante et un,deux cents soixante et un,False,decimal,8,8,0,8,8,0,8,8,0,7,8,-1,7,7,0
262,deux cent soixante-deux,deux cents soixante-deux,deux cents soixante-deux,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
263,deux cent soixante-trois,deux cents soixante-trois,deux cents soixante-trois,False,decimal,9,9,0,9,9,0,9,9,0,9,10,-1,9,9,0
264,deux cent soixante-quatre,deux cents soixante-quatre,deux cents soixante-quatre,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
265,deux cent soixante-cinq,deux cents soixante-cinq,deux cents soixante-cinq,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
266,deux cent soixante-six,deux cents soixante-six,deux cents soixante-six,False,decimal,7,7,0,7,7,0,8,8,0,7,8,-1,7,7,0
267,deux cent soixante-sept,deux cents soixante-sept,deux cents soixante-sept,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
268,deux cent soixante-huit,deux cents soixante-huit,deux cents soixante-huit,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
269,deux cent soixante-neuf,deux cents soixante-neuf,deux cents soixante-neuf,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
270,deux cent soixante-dix,deux cents septante,deux cents septante,False,decimal,8,5,3,8,5,3,9,6,3,8,5,3,8,4,4
271,deux cent soixante et onze,deux cents septante et un,deux cents septante et un,False,decimal,8,7,1,8,7,1,9,8,1,8,7,1,8,6,2
272,deux cent soixante-douze,deux cents septante-deux,deux cents septante-deux,False,decimal,9,7,2,9,7,2,10,9,1,9,8,1,9,7,2
273,deux cent soixante-treize,deux cents septante-trois,deux cents septante-trois,False,decimal,9,8,1,9,8,1,9,9,0,8,9,-1,8,8,0
274,deux cent soixante-quatorze,deux cents septante-quatre,deux cents septante-quatre,False,decimal,9,7,2,9,7,2,10,9,1,9,8,1,9,7,2
275,deux cent soixante-quinze,deux cents septante-cinq,deux cents septante-cinq,False,decimal,9,7,2,9,7,2,9,9,0,8,8,0,8,7,1
276,deux cent soixante-seize,deux cents septante-six,deux cents septante-six,False,decimal,8,6,2,8,6,2,9,8,1,8,7,1,8,6,2
277,deux cent soixante-dix-sept,deux cents septante-sept,deux cents septante-sept,False,decimal,10,7,3,10,7,3,12,9,3,11,8,3,11,7,4
278,deux cent soixante-dix-huit,deux cents septante-huit,deux cents septante-huit,False,decimal,10,7,3,10,7,3,12,9,3,11,8,3,11,7,4
279,deux cent soixante-dix-neuf,deux cents septante-neuf,deux cents septante-neuf,False,decimal,10,7,3,10,7,3,12,9,3,11,8,3,11,7,4
280,deux cent quatre-vingts,deux cents huitante,deux cents quatre-vingt,False,decimal,7,5,2,7,6,1,8,6,2,6,5,1,6,5,1
281,deux cent quatre-vingt-un,deux cents huitante et un,deux cents quatre-vingt et un,False,decimal,8,7,1,8,8,0,10,8,2,8,7,1,8,7,1
282,deux cent quatre-vingt-deux,deux cents huitante-deux,deux cents quatre-vingt-deux,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
283,deux cent quatre-vingt-trois,deux cents huitante-trois,deux cents quatre-vingt-trois,False,decimal,10,8,2,10,9,1,11,9,2,10,9,1,10,9,1
284,deux cent quatre-vingt-quatre,deux cents huitante-quatre,deux cents quatre-vingt-quatre,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
285,deux cent quatre-vingt-cinq,deux cents huitante-cinq,deux cents quatre-vingt-cinq,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
286,deux cent quatre-vingt-six,deux cents huitante-six,deux cents quatre-vingt-six,False,decimal,8,6,2,8,7,1,10,8,2,8,7,1,8,7,1
287,deux cent quatre-vingt-sept,deux cents huitante-sept,deux cents quatre-vingt-sept,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
288,deux cent quatre-vingt-huit,deux cents huitante-huit,deux cents quatre-vingt-huit,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
289,deux cent quatre-vingt-neuf,deux cents huitante-neuf,deux cents quatre-vingt-neuf,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
290,deux cent quatre-vingt-dix,deux cents nonante,deux cents nonante,False,decimal,9,5,4,9,5,4,11,5,6,9,5,4,9,4,5
291,deux cent quatre-vingt-onze,deux cents nonante et un,deux cents nonante et un,False,decimal,9,7,2,9,7,2,11,7,4,9,7,2,9,6,3
292,deux cent quatre-vingt-douze,deux cents nonante-deux,deux cents nonante-deux,False,decimal,10,7,3,10,7,3,12,8,4,10,8,2,10,7,3
293,deux cent quatre-vingt-treize,deux cents nonante-trois,deux cents nonante-trois,False,decimal,10,8,2,10,8,2,11,8,3,9,9,0,9,8,1
294,deux cent quatre-vingt-quatorze,deux cents nonante-quatre,deux cents nonante-quatre,False,decimal,10,7,3,10,7,3,12,8,4,10,8,2,10,7,3
295,deux cent quatre-vingt-quinze,deux cents nonante-cinq,deux cents nonante-cinq,False,decimal,10,7,3,10,7,3,11,8,3,9,8,1,9,7,2
296,deux cent quatre-vingt-seize,deux cents nonante-six,deux cents nonante-six,False,decimal,9,6,3,9,6,3,11,7,4,9,7,2,9,6,3
297,deux cent quatre-vingt-dix-sept,deux cents nonante-sept,deux cents nonante-sept,False,decimal,11,7,4,11,7,4,14,8,6,12,8,4,12,7,5
298,deux cent quatre-vingt-dix-huit,deux cents nonante-huit,deux cents nonante-huit,False,decimal,11,7,4,11,7,4,14,8,6,12,8,4,12,7,5
299,deux cent quatre-vingt-dix-neuf,deux cents nonante-neuf,deux cents nonante-neuf,False,decimal,11,7,4,11,7,4,14,8,6,12,8,4,12,7,5
300,trois cents,trois cents,trois cents,False,decimal,3,3,0,3,3,0,3,3,0,3,3,0,2,2,0
301,trois cent un,trois cents un,trois cents un,False,decimal,4,4,0,4,4,0,4,4,0,3,4,-1,3,3,0
302,trois cent deux,trois cents deux,trois cents deux,False,decimal,4,4,0,4,4,0,5,5,0,3,4,-1,3,3,0
303,trois cent trois,trois cents trois,trois cents trois,False,decimal,4,4,0,4,4,0,5,5,0,3,4,-1,3,3,0
304,trois cent quatre,trois cents quatre,trois cents quatre,False,decimal,4,4,0,4,4,0,5,5,0,3,4,-1,3,3,0
305,trois cent cinq,trois cents cinq,trois cents cinq,False,decimal,4,4,0,5,5,0,6,6,0,3,4,-1,3,3,0
306,trois cent six,trois cents six,trois cents six,False,decimal,4,4,0,4,4,0,4,4,0,3,4,-1,3,3,0
307,trois cent sept,trois cents sept,trois cents sept,False,decimal,4,4,0,4,4,0,5,5,0,3,4,-1,3,3,0
308,trois cent huit,trois cents huit,trois cents huit,False,decimal,4,4,0,5,5,0,5,5,0,3,4,-1,4,4,0
309,trois cent neuf,trois cents neuf,trois cents neuf,False,decimal,4,4,0,5,5,0,5,5,0,4,5,-1,4,4,0
310,trois cent dix,trois cents dix,trois cents dix,False,decimal,4,4,0,5,5,0,5,5,0,3,4,-1,4,4,0
311,trois cent onze,trois cents onze,trois cents onze,False,decimal,4,4,0,4,4,0,5,5,0,4,5,-1,4,4,0
312,trois cent douze,trois cents douze,trois cents douze,False,decimal,5,5,0,5,5,0,5,5,0,4,5,-1,4,4,0
313,trois cent treize,trois cents treize,trois cents treize,False,decimal,5,5,0,5,5,0,5,5,0,4,5,-1,4,4,0
314,trois cent quatorze,trois cents quatorze,trois cents quatorze,False,decimal,6,6,0,6,6,0,6,6,0,5,6,-1,5,5,0
315,trois cent quinze,trois cents quinze,trois cents quinze,False,decimal,4,4,0,6,6,0,6,6,0,5,6,-1,5,5,0
316,trois cent seize,trois cents seize,trois cents seize,False,decimal,4,4,0,4,4,0,4,4,0,4,5,-1,4,4,0
317,trois cent dix-sept,trois cents dix-sept,trois cents dix-sept,False,decimal,6,6,0,7,7,0,8,8,0,6,7,-1,7,7,0
318,trois cent dix-huit,trois cents dix-huit,trois cents dix-huit,False,decimal,6,6,0,7,7,0,8,8,0,6,7,-1,7,7,0
319,trois cent dix-neuf,trois cents dix-neuf,trois cents dix-neuf,False,decimal,6,6,0,7,7,0,8,8,0,6,7,-1,7,7,0
320,trois cent vingt,trois cents vingt,trois cents vingt,False,decimal,4,4,0,5,5,0,6,6,0,4,5,-1,5,5,0
321,trois cent vingt et un,trois cents vingt et un,trois cents vingt et un,False,decimal,6,6,0,7,7,0,8,8,0,6,7,-1,7,7,0
322,trois cent vingt-deux,trois cents vingt-deux,trois cents vingt-deux,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
323,trois cent vingt-trois,trois cents vingt-trois,trois cents vingt-trois,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,9,9,0
324,trois cent vingt-quatre,trois cents vingt-quatre,trois cents vingt-quatre,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
325,trois cent vingt-cinq,trois cents vingt-cinq,trois cents vingt-cinq,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
326,trois cent vingt-six,trois cents vingt-six,trois cents vingt-six,False,decimal,5,5,0,6,6,0,8,8,0,6,7,-1,7,7,0
327,trois cent vingt-sept,trois cents vingt-sept,trois cents vingt-sept,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
328,trois cent vingt-huit,trois cents vingt-huit,trois cents vingt-huit,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
329,trois cent vingt-neuf,trois cents vingt-neuf,trois cents vingt-neuf,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
330,trois cent trente,trois cents trente,trois cents trente,False,decimal,4,4,0,5,5,0,6,6,0,4,5,-1,4,4,0
331,trois cent trente et un,trois cents trente et un,trois cents trente et un,False,decimal,6,6,0,7,7,0,8,8,0,6,7,-1,6,6,0
332,trois cent trente-deux,trois cents trente-deux,trois cents trente-deux,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
333,trois cent trente-trois,trois cents trente-trois,trois cents trente-trois,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
334,trois cent trente-quatre,trois cents trente-quatre,trois cents trente-quatre,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
335,trois cent trente-cinq,trois cents trente-cinq,trois cents trente-cinq,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
336,trois cent trente-six,trois cents trente-six,trois cents trente-six,False,decimal,5,5,0,6,6,0,8,8,0,6,7,-1,6,6,0
337,trois cent trente-sept,trois cents trente-sept,trois cents trente-sept,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
338,trois cent trente-huit,trois cents trente-huit,trois cents trente-huit,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
339,trois cent trente-neuf,trois cents trente-neuf,trois cents trente-neuf,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
340,trois cent quarante,trois cents quarante,trois cents quarante,False,decimal,5,5,0,5,5,0,6,6,0,4,5,-1,4,4,0
341,trois cent quarante et un,trois cents quarante et un,trois cents quarante et un,False,decimal,7,7,0,7,7,0,8,8,0,6,7,-1,6,6,0
342,trois cent quarante-deux,trois cents quarante-deux,trois cents quarante-deux,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
343,trois cent quarante-trois,trois cents quarante-trois,trois cents quarante-trois,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
344,trois cent quarante-quatre,trois cents quarante-quatre,trois cents quarante-quatre,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
345,trois cent quarante-cinq,trois cents quarante-cinq,trois cents quarante-cinq,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
346,trois cent quarante-six,trois cents quarante-six,trois cents quarante-six,False,decimal,6,6,0,6,6,0,8,8,0,6,7,-1,6,6,0
347,trois cent quarante-sept,trois cents quarante-sept,trois cents quarante-sept,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
348,trois cent quarante-huit,trois cents quarante-huit,trois cents quarante-huit,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
349,trois cent quarante-neuf,trois cents quarante-neuf,trois cents quarante-neuf,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
350,trois cent cinquante,trois cents cinquante,trois cents cinquante,False,decimal,5,5,0,6,6,0,6,6,0,5,6,-1,5,5,0
351,trois cent cinquante et un,trois cents cinquante et un,trois cents cinquante et un,False,decimal,7,7,0,8,8,0,8,8,0,7,8,-1,7,7,0
352,trois cent cinquante-deux,trois cents cinquante-deux,trois cents cinquante-deux,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
353,trois cent cinquante-trois,trois cents cinquante-trois,trois cents cinquante-trois,False,decimal,8,8,0,9,9,0,9,9,0,9,10,-1,9,9,0
354,trois cent cinquante-quatre,trois cents cinquante-quatre,trois cents cinquante-quatre,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
355,trois cent cinquante-cinq,trois cents cinquante-cinq,trois cents cinquante-cinq,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
356,trois cent cinquante-six,trois cents cinquante-six,trois cents cinquante-six,False,decimal,6,6,0,7,7,0,8,8,0,7,8,-1,7,7,0
357,trois cent cinquante-sept,trois cents cinquante-sept,trois cents cinquante-sept,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
358,trois cent cinquante-huit,trois cents cinquante-huit,trois cents cinquante-huit,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
359,trois cent cinquante-neuf,trois cents cinquante-neuf,trois cents cinquante-neuf,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
360,trois cent soixante,trois cents soixante,trois cents soixante,False,decimal,6,6,0,6,6,0,6,6,0,5,6,-1,5,5,0
361,trois cent soixante et un,trois cents soixante et un,trois cents soixante et un,False,decimal,8,8,0,8,8,0,8,8,0,7,8,-1,7,7,0
362,trois cent soixante-deux,trois cents soixante-deux,trois cents soixante-deux,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
363,trois cent soixante-trois,trois cents soixante-trois,trois cents soixante-trois,False,decimal,9,9,0,9,9,0,9,9,0,9,10,-1,9,9,0
364,trois cent soixante-quatre,trois cents soixante-quatre,trois cents soixante-quatre,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
365,trois cent soixante-cinq,trois cents soixante-cinq,trois cents soixante-cinq,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
366,trois cent soixante-six,trois cents soixante-six,trois cents soixante-six,False,decimal,7,7,0,7,7,0,8,8,0,7,8,-1,7,7,0
367,trois cent soixante-sept,trois cents soixante-sept,trois cents soixante-sept,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
368,trois cent soixante-huit,trois cents soixante-huit,trois cents soixante-huit,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
369,trois cent soixante-neuf,trois cents soixante-neuf,trois cents soixante-neuf,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
370,trois cent soixante-dix,trois cents septante,trois cents septante,False,decimal,8,5,3,8,5,3,9,6,3,8,5,3,8,4,4
371,trois cent soixante et onze,trois cents septante et un,trois cents septante et un,False,decimal,8,7,1,8,7,1,9,8,1,8,7,1,8,6,2
372,trois cent soixante-douze,trois cents septante-deux,trois cents septante-deux,False,decimal,9,7,2,9,7,2,10,9,1,9,8,1,9,7,2
373,trois cent soixante-treize,trois cents septante-trois,trois cents septante-trois,False,decimal,9,8,1,9,8,1,9,9,0,8,9,-1,8,8,0
374,trois cent soixante-quatorze,trois cents septante-quatre,trois cents septante-quatre,False,decimal,9,7,2,9,7,2,10,9,1,9,8,1,9,7,2
375,trois cent soixante-quinze,trois cents septante-cinq,trois cents septante-cinq,False,decimal,9,7,2,9,7,2,9,9,0,8,8,0,8,7,1
376,trois cent soixante-seize,trois cents septante-six,trois cents septante-six,False,decimal,8,6,2,8,6,2,9,8,1,8,7,1,8,6,2
377,trois cent soixante-dix-sept,trois cents septante-sept,trois cents septante-sept,False,decimal,10,7,3,10,7,3,12,9,3,11,8,3,11,7,4
378,trois cent soixante-dix-huit,trois cents septante-huit,trois cents septante-huit,False,decimal,10,7,3,10,7,3,12,9,3,11,8,3,11,7,4
379,trois cent soixante-dix-neuf,trois cents septante-neuf,trois cents septante-neuf,False,decimal,10,7,3,10,7,3,12,9,3,11,8,3,11,7,4
380,trois cent quatre-vingts,trois cents huitante,trois cents quatre-vingt,False,decimal,7,5,2,7,6,1,8,6,2,6,5,1,6,5,1
381,trois cent quatre-vingt-un,trois cents huitante et un,trois cents quatre-vingt et un,False,decimal,8,7,1,8,8,0,10,8,2,8,7,1,8,7,1
382,trois cent quatre-vingt-deux,trois cents huitante-deux,trois cents quatre-vingt-deux,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
383,trois cent quatre-vingt-trois,trois cents huitante-trois,trois cents quatre-vingt-trois,False,decimal,10,8,2,10,9,1,11,9,2,10,9,1,10,9,1
384,trois cent quatre-vingt-quatre,trois cents huitante-quatre,trois cents quatre-vingt-quatre,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
385,trois cent quatre-vingt-cinq,trois cents huitante-cinq,trois cents quatre-vingt-cinq,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
386,trois cent quatre-vingt-six,trois cents huitante-six,trois cents quatre-vingt-six,False,decimal,8,6,2,8,7,1,10,8,2,8,7,1,8,7,1
387,trois cent quatre-vingt-sept,trois cents huitante-sept,trois cents quatre-vingt-sept,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
388,trois cent quatre-vingt-huit,trois cents huitante-huit,trois cents quatre-vingt-huit,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
389,trois cent quatre-vingt-neuf,trois cents huitante-neuf,trois cents quatre-vingt-neuf,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
390,trois cent quatre-vingt-dix,trois cents nonante,trois cents nonante,False,decimal,9,5,4,9,5,4,11,5,6,9,5,4,9,4,5
391,trois cent quatre-vingt-onze,trois cents nonante et un,trois cents nonante et un,False,decimal,9,7,2,9,7,2,11,7,4,9,7,2,9,6,3
392,trois cent quatre-vingt-douze,trois cents nonante-deux,trois cents nonante-deux,False,decimal,10,7,3,10,7,3,12,8,4,10,8,2,10,7,3
393,trois cent quatre-vingt-treize,trois cents nonante-trois,trois cents nonante-trois,False,decimal,10,8,2,10,8,2,11,8,3,9,9,0,9,8,1
394,trois cent quatre-vingt-quatorze,trois cents nonante-quatre,trois cents nonante-quatre,False,decimal,10,7,3,10,7,3,12,8,4,10,8,2,10,7,3
395,trois cent quatre-vingt-quinze,trois cents nonante-cinq,trois cents nonante-cinq,False,decimal,10,7,3,10,7,3,11,8,3,9,8,1,9,7,2
396,trois cent quatre-vingt-seize,trois cents nonante-six,trois cents nonante-six,False,decimal,9,6,3,9,6,3,11,7,4,9,7,2,9,6,3
397,trois cent quatre-vingt-dix-sept,trois cents nonante-sept,trois cents nonante-sept,False,decimal,11,7,4,11,7,4,14,8,6,12,8,4,12,7,5
398,trois cent quatre-vingt-dix-huit,trois cents nonante-huit,trois cents nonante-huit,False,decimal,11,7,4,11,7,4,14,8,6,12,8,4,12,7,5
399,trois cent quatre-vingt-dix-neuf,trois cents nonante-neuf,trois cents nonante-neuf,False,decimal,11,7,4,11,7,4,14,8,6,12,8,4,12,7,5
400,quatre cents,quatre cents,quatre cents,False,decimal,3,3,0,3,3,0,3,3,0,3,3,0,2,2,0
401,quatre cent un,quatre cents un,quatre cents un,False,decimal,4,4,0,4,4,0,4,4,0,3,4,-1,3,3,0
402,quatre cent deux,quatre cents deux,quatre cents deux,False,decimal,4,4,0,4,4,0,5,5,0,3,4,-1,3,3,0
403,quatre cent trois,quatre cents trois,quatre cents trois,False,decimal,4,4,0,4,4,0,5,5,0,3,4,-1,3,3,0
404,quatre cent quatre,quatre cents quatre,quatre cents quatre,False,decimal,4,4,0,4,4,0,5,5,0,3,4,-1,3,3,0
405,quatre cent cinq,quatre cents cinq,quatre cents cinq,False,decimal,4,4,0,5,5,0,6,6,0,3,4,-1,3,3,0
406,quatre cent six,quatre cents six,quatre cents six,False,decimal,4,4,0,4,4,0,4,4,0,3,4,-1,3,3,0
407,quatre cent sept,quatre cents sept,quatre cents sept,False,decimal,4,4,0,4,4,0,5,5,0,3,4,-1,3,3,0
408,quatre cent huit,quatre cents huit,quatre cents huit,False,decimal,4,4,0,5,5,0,5,5,0,3,4,-1,4,4,0
409,quatre cent neuf,quatre cents neuf,quatre cents neuf,False,decimal,4,4,0,5,5,0,5,5,0,4,5,-1,4,4,0
410,quatre cent dix,quatre cents dix,quatre cents dix,False,decimal,4,4,0,5,5,0,5,5,0,3,4,-1,4,4,0
411,quatre cent onze,quatre cents onze,quatre cents onze,False,decimal,4,4,0,4,4,0,5,5,0,4,5,-1,4,4,0
412,quatre cent douze,quatre cents douze,quatre cents douze,False,decimal,5,5,0,5,5,0,5,5,0,4,5,-1,4,4,0
